Fund Name,AMC,Security Type,ISIN,Instrument Name,Market Value (Lacs),% to NAV,Yield,Rating,Quantity,As Of Date
,,isin_security,INE020B08FU0,6.87% REC Limited (31/05/2030),32577.25,0.0113918968070537,0.06795,ICRA AAA,32500.0,2025-07-31
,,isin_security,INE936D07182,7.90% Jamnagar Utilities & Power Private Limited (10/08/2028),28983.2,0.0101350968007368,0.0685,CRISIL AAA,28200.0,2025-07-31
,,isin_security,INE041007142,7.96% Embassy Office Parks REIT (27/09/2027) **,26095.25,0.00912521260909372,0.0696,CRISIL AAA,25500.0,2025-07-31
,,isin_security,INE115A07QM6,7.77% LIC Housing Finance Limited (11/08/2028) **,25628.78,0.00896209280052694,0.0682,CRISIL AAA,2500.0,2025-07-31
,,isin_security,INE115A07QN4,7.69% LIC Housing Finance Limited (06/02/2034) **,25585.83,0.00894707367121691,0.073,CRISIL AAA,25000.0,2025-07-31
,,isin_security,INE053F08403,7.39% Indian Railway Finance Corporation Limited (15/07/2034) **,24632.9,0.00861384797339987,0.0698,ICRA AAA,24000.0,2025-07-31
,,isin_security,INE261F08EI9,7.70% National Bank For Agriculture and Rural Development (30/09/2027) **,24494.26,0.00856536433566816,0.0663,ICRA AAA,24000.0,2025-07-31
,,isin_security,INE041007167,7.21% Embassy Office Parks REIT (17/03/2028),22869.86,0.00799733285729183,0.0707,CRISIL AAA,22700.0,2025-07-31
,,isin_security,INE774D07VF8,8.18% Mahindra & Mahindra Financial Services Limited (31/05/2029) **,22643.9,0.00791831436802893,0.07265,CRISIL AAA,22000.0,2025-07-31
,,isin_security,INE296A07SY5,7.93% Bajaj Finance Limited (02/05/2034) **,21125.31,0.00738728254093451,0.07435,CRISIL AAA,20500.0,2025-07-31
,,isin_security,INE976I07CY9,8.098% Tata Capital Limited (23/09/2027) **,20427.64,0.00714331470683855,0.07,ICRA AAA,20000.0,2025-07-31
,,isin_security,INE556F08KD0,7.75% Small Industries Development Bank of India (27/10/2025),20069.9,0.00701821707425718,0.061,ICRA AAA,2000.0,2025-07-31
,,isin_security,INE831R07557,7.8989% Aditya Birla Housing Finance Limited (08/06/2027) **,19247.0,0.00673045824982825,0.07105,ICRA AAA,19000.0,2025-07-31
,,isin_security,INE377Y07508,7.89% Bajaj Housing Finance Limited (14/07/2034),19172.92,0.00670455296185581,0.0732,CRISIL AAA,18500.0,2025-07-31
,,isin_security,INE115A07QT1,7.865% LIC Housing Finance Limited (20/08/2026) **,18217.6,0.00637048940993337,0.06625,CRISIL AAA,18000.0,2025-07-31
,,isin_security,INE053F08486,7.17% Indian Railway Finance Corporation Limited (27/04/2035),18217.35,0.00637040128838305,0.07,ICRA AAA,18000.0,2025-07-31
,,isin_security,INE556F08KX8,7.49% Small Industries Development Bank of India (11/06/2029) **,17923.22,0.00626754735348297,0.067487,CRISIL AAA,17500.0,2025-07-31
,,isin_security,INE306N07NP4,7.97% Tata Capital Limited (19/07/2028) **,17902.19,0.00626019165185232,0.070799,ICRA AAA,1750.0,2025-07-31
,,isin_security,INE134E08NO0,7.44% Power Finance Corporation Limited (15/01/2030) **,17901.89,0.00626008761946652,0.06815,ICRA AAA,17500.0,2025-07-31
,,isin_security,INE134E08NL6,7.42% Power Finance Corporation Limited (15/04/2028) **,17805.36,0.00622633217005332,0.0668,ICRA AAA,17500.0,2025-07-31
,,isin_security,INE507T07062,6.59% Summit Digitel Infrastructure Private Limited (16/06/2026) **,17533.51,0.00613127104764855,0.06515,CRISIL AAA,1750.0,2025-07-31
,,isin_security,INE511C07870,7.60% Poonawalla Fincorp Limited (28/05/2027) **,17521.63,0.00612711587176901,0.075007,CRISIL AAA,17500.0,2025-07-31
,,isin_security,INE296A07SI8,7.90% Bajaj Finance Limited (13/04/2028) **,16299.44,0.00569972984961711,0.0709,CRISIL AAA,1600.0,2025-07-31
,,isin_security,INE557F08GD6,7.35% National Housing Bank (02/01/2032) **,15389.18,0.00538142047263473,0.0683,IND AAA,15000.0,2025-07-31
,,isin_security,INE507T07096,8.05% Summit Digitel Infrastructure Private Limited (31/05/2027) **,15336.18,0.00536288872041622,0.0691,CRISIL AAA,1500.0,2025-07-31
,,isin_security,INE261F08EL3,7.40% National Bank For Agriculture and Rural Development (29/04/2030),15326.75,0.0053595894076097,0.06835,ICRA AAA,15000.0,2025-07-31
,,isin_security,INE976I07CT9,8.285% Tata Capital Limited (10/05/2027) **,15306.35,0.0053524557582983,0.0699,ICRA AAA,15000.0,2025-07-31
,,isin_security,INE261F08EM1,7.53% National Bank For Agriculture and Rural Development (24/03/2028),15296.69,0.00534907776553614,0.066658,ICRA AAA,15000.0,2025-07-31
,,isin_security,INE514E08GD0,7.14% Export Import Bank of India (13/12/2029) **,15276.89,0.00534215392943978,0.06625,ICRA AAA,15000.0,2025-07-31
,,isin_security,INE774D07VG6,8.01% Mahindra & Mahindra Financial Services Limited (24/12/2027) **,15257.34,0.00533531926395981,0.07175,ICRA AAA,15000.0,2025-07-31
,,isin_security,INE115A07RA9,7.69% LIC Housing Finance Limited (11/12/2026),15188.37,0.00531120123489083,0.0665,CRISIL AAA,15000.0,2025-07-31
,,isin_security,INE128M08094,7.55% L&T Metro Rail Hyderabad Ltd (28/04/2035),15018.98,0.00525196571895434,0.07525,CRISIL AAA(CE),15000.0,2025-07-31
,,isin_security,INE053F08528,6.58% Indian Railway Finance Corporation Limited (30/05/2030) **,14906.63,0.00521267819443789,0.067375,ICRA AAA,15000.0,2025-07-31
,,isin_security,INE115A07PF2,6.01% LIC Housing Finance Limited (19/05/2026) **,14435.23,0.00504783616906431,0.0652,CRISIL AAA,1450.0,2025-07-31
,,isin_security,INE062A08447,7.42% State Bank of India (29/08/2039) **,13628.02,0.00476556465958609,0.073077,ICRA AAA,135.0,2025-07-31
,,isin_security,INE756I07EL8,8.04% HDB Financial Services Limited (25/02/2026) **,13579.81,0.00474870669229057,0.0673,CRISIL AAA,1350.0,2025-07-31
,,isin_security,INE261F08EN9,7.37% National Bank For Agriculture and Rural Development (28/05/2035) **,12785.41,0.00447091417042044,0.07035,IND AAA,12500.0,2025-07-31
,,isin_security,INE514E08GE8,7.35% Export Import Bank of India (27/07/2028),12777.44,0.00446812540310385,0.06505,ICRA AAA,12500.0,2025-07-31
,,isin_security,INE031A08954,7.19% Housing & Urban Development Corporation Limited (27/03/2035) **,12610.59,0.00440977984488783,0.070525,ICRA AAA,12500.0,2025-07-31
,,isin_security,INE134E08NU7,6.59% Power Finance Corporation Limited (15/10/2030),12373.28,0.00432679434723041,0.0683,ICRA AAA,12500.0,2025-07-31
,,isin_security,INE556F08KR0,7.47% Small Industries Development Bank of India (05/09/2029) **,12296.32,0.00429988265520315,0.067538,CRISIL AAA,12000.0,2025-07-31
,,isin_security,INE306N07NN9,7.99% Tata Capital Limited (08/02/2034) **,11343.45,0.00396667723933023,0.0747,ICRA AAA,11000.0,2025-07-31
,,isin_security,INE020B08FD6,7.58% REC Limited (31/05/2029) **,11303.39,0.00395266801096194,0.067288,ICRA AAA,11000.0,2025-07-31
,,isin_security,INE040A08427,7.86% HDFC Bank Limited (02/12/2032) **,11030.53,0.00385725146497089,0.071194,CRISIL AAA,106.0,2025-07-31
,,isin_security,INE202E08193,7.59% Indian Renewable Energy Development Agency Ltd (26/07/2034) **,10364.51,0.00362435194237686,0.07025,ICRA AAA,10000.0,2025-07-31
,,isin_security,INE296A07SU3,7.87% Bajaj Finance Limited (08/02/2034) **,10260.54,0.00358799480909714,0.07435,CRISIL AAA,10000.0,2025-07-31
,,isin_security,INE040A08955,7.70% HDFC Bank Limited (16/05/2028) **,10200.15,0.00356687710900325,0.0687,ICRA AAA,10000.0,2025-07-31
,,isin_security,INE514E08GF5,7.12% Export Import Bank of India (27/06/2030),10166.64,0.0035551590409432,0.06705,ICRA AAA,10000.0,2025-07-31
,,isin_security,INE306N07MX0,7.89% Tata Capital Limited (26/07/2027),10159.25,0.00355257484151128,0.07,ICRA AAA,1000.0,2025-07-31
,,isin_security,INE160A08324,7.34% Punjab National Bank (14/02/2035) **,10149.24,0.00354907445770701,0.0711,CRISIL AAA,10000.0,2025-07-31
,,isin_security,INE134E08NJ0,7.24% Power Finance Corporation Limited (15/01/2035) **,10136.21,0.0035445180140537,0.0703,ICRA AAA,10000.0,2025-07-31
,,isin_security,INE891K07AF9,7.732% Axis Finance Limited (12/06/2028) **,10132.64,0.00354326962542421,0.0719,CRISIL AAA,10000.0,2025-07-31
,,isin_security,INE0NDH07043,7.6937% Nexus Select Trust (28/05/2027) **,10112.36,0.00353617793875582,0.07055,ICRA AAA,10000.0,2025-07-31
,,isin_security,INE296A07TH8,7.55% Bajaj Finance Limited (03/04/2035),10068.04,0.00352067973593811,0.0744,ICRA AAA,10000.0,2025-07-31
,,isin_security,INE134E08NR3,6.64% Power Finance Corporation Limited (15/07/2030) **,9920.92,0.00346923353561002,0.0683,ICRA AAA,10000.0,2025-07-31
,,isin_security,INE0KUG08092,6.67% National Bank for Financing Infrastructure and Dev (30/05/2030) **,9906.05,0.00346403366476392,0.068975,ICRA AAA,10000.0,2025-07-31
,,isin_security,INE053F07CQ9,6.73% Indian Railway Finance Corporation Limited (06/07/2035) **,9808.6,0.00342995650175432,0.07,ICRA AAA,1000.0,2025-07-31
,,isin_security,INE790Z07053,7.162304% IndInfravit Trust (31/03/2040) **,9506.16,0.00332419665382591,0.0686,ICRA AAA,10000.0,2025-07-31
,,isin_security,INE296A07TJ4,7.3763% Bajaj Finance Limited (26/06/2028) **,9055.88,0.00316673917940006,0.0709,CRISIL AAA,9000.0,2025-07-31
,,isin_security,INE01XX07034,7.96% Pipeline Infrastructure Limited (11/03/2029) **,8535.81,0.00298487497292133,0.06765,CRISIL AAA,8200.0,2025-07-31
,,isin_security,INE071G07843,7.19% ICICI Home Finance Company Limited (22/08/2028) **,8528.14,0.00298219534344543,0.070687,CRISIL AAA,8500.0,2025-07-31
,,isin_security,INE115A07QW5,7.74% LIC Housing Finance Limited (11/02/2028) **,8160.91,0.00285377864064646,0.0682,CRISIL AAA,8000.0,2025-07-31
,,isin_security,INE020B08DV3,6.92% REC Limited (20/03/2032) **,7983.27,0.00279165994144661,0.0695,ICRA AAA,800.0,2025-07-31
,,isin_security,INE0CCU07082,7.75% Mindspace Business Parks REIT (30/06/2026) **,7875.24,0.00275388195307464,0.06815,ICRA AAA,7800.0,2025-07-31
,,isin_security,INE134E08NM4,7.38% Power Finance Corporation Limited (15/01/2032) **,7650.22,0.00267519454906507,0.06975,ICRA AAA,7500.0,2025-07-31
,,isin_security,INE667F07IW1,7.65% Sundaram Home Finance Limited (29/10/2029) **,7644.44,0.0026731750968703,0.07095,ICRA AAA,7500.0,2025-07-31
,,isin_security,INE261F08EK5,7.44% National Bank For Agriculture and Rural Development (24/02/2028),7629.59,0.00266797959713284,0.0666,ICRA AAA,7500.0,2025-07-31
,,isin_security,INE031A08939,7.29% Housing & Urban Development Corporation Limited (12/02/2035) **,7616.08,0.00266325617712923,0.070525,ICRA AAA,7500.0,2025-07-31
,,isin_security,INE831R07474,8.0956% Aditya Birla Housing Finance Limited (22/12/2026) **,7606.73,0.00265998571363978,0.069375,ICRA AAA,7500.0,2025-07-31
,,isin_security,INE481G08107,7.22% UltraTech Cement Limited (24/11/2034) **,7579.74,0.0026505493642933,0.070525,IND AAA,7500.0,2025-07-31
,,isin_security,INE018A08BM2,7.20% Larsen & Toubro Limited (22/01/2035),7561.12,0.00264403728663146,0.0707,CRISIL AAA,7500.0,2025-07-31
,,isin_security,INE296A07TL0,7.38% Bajaj Finance Limited (28/06/2030) **,7537.85,0.00263589915655305,0.0723,CRISIL AAA,7500.0,2025-07-31
,,isin_security,INE733E08270,6.84% NTPC Limited (09/05/2035) **,7478.76,0.00261523780020188,0.06875,ICRA AAA,7500.0,2025-07-31
,,isin_security,INE115A07QR5,7.68% LIC Housing Finance Limited (29/05/2034) **,7166.0,0.00250586846559738,0.073,CRISIL AAA,7000.0,2025-07-31
,,isin_security,INE667F07IT7,7.98% Sundaram Home Finance Limited (04/09/2026) **,6828.73,0.0023879303592906,0.06815,ICRA AAA,6750.0,2025-07-31
,,isin_security,INE667F07IK6,8.31% Sundaram Home Finance Limited (20/03/2026) **,6563.27,0.00229510164949387,0.0651,ICRA AAA,6500.0,2025-07-31
,,isin_security,INE219X07306,6.72% India Grid Trust (14/09/2026) **,6494.7,0.00227112402043462,0.0697,ICRA AAA,650.0,2025-07-31
,,isin_security,INE031A08624,8.52% Housing & Urban Development Corporation Limited (28/11/2028) **,6350.41,0.00222066516612765,0.066393,ICRA AAA,600.0,2025-07-31
,,isin_security,INE0CCU07074,8.02% Mindspace Business Parks REIT (13/04/2026) **,6055.66,0.00211759442423868,0.06814999999999999,ICRA AAA,6000.0,2025-07-31
,,isin_security,INE0NDH07019,7.86% Nexus Select Trust (16/06/2026) **,6033.56,0.00210986700352872,0.064881,ICRA AAA,6000.0,2025-07-31
,,isin_security,INE860H07IY4,8.33% Aditya Birla Finance Limited (19/05/2027) **,5595.55,0.00195670108357218,0.072449,ICRA AAA,5500.0,2025-07-31
,,isin_security,INE0J7Q07017,8.46% DME Development Limited (16/03/2037) (FRN) **,5520.24,0.00193036683248159,0.090919,CRISIL AAA,515.0,2025-07-31
,,isin_security,INE0J7Q07108,8.46% DME Development Limited (16/03/2036) (FRN) **,5478.25,0.00191568051938392,0.090626,CRISIL AAA,515.0,2025-07-31
,,isin_security,INE0J7Q07082,8.46% DME Development Limited (16/03/2034) (FRN) **,5454.59,0.00190740719965729,0.088829,CRISIL AAA,515.0,2025-07-31
,,isin_security,INE0J7Q07090,8.46% DME Development Limited (16/03/2035) (FRN) **,5450.51,0.0019059826903182,0.089657,CRISIL AAA,515.0,2025-07-31
,,isin_security,INE0J7Q07074,8.46% DME Development Limited (16/03/2033) (FRN) **,5444.59,0.00190390985814464,0.088292,CARE AAA,515.0,2025-07-31
,,isin_security,INE0J7Q07066,8.46% DME Development Limited (16/03/2032) (FRN) **,5435.33,0.00190067184576578,0.08595449999999999,CRISIL AAA,515.0,2025-07-31
,,isin_security,INE0J7Q07058,8.46% DME Development Limited (15/03/2031) (FRN) **,5427.56,0.00189795789434479,0.084051,CRISIL AAA,515.0,2025-07-31
,,isin_security,INE0J7Q07025,8.46% DME Development Limited (16/03/2028) (FRN) **,5408.63,0.00189133779784607,0.070832,CRISIL AAA,515.0,2025-07-31
,,isin_security,INE0J7Q07033,8.46% DME Development Limited (16/03/2029) (FRN) **,5408.39,0.00189125315569824,0.077742,CRISIL AAA,515.0,2025-07-31
,,isin_security,INE0J7Q07041,8.46% DME Development Limited (16/03/2030) (FRN) **,5407.98,0.001891110884854,0.08183599999999999,CRISIL AAA,515.0,2025-07-31
,,isin_security,INE020B08BC7,8.70% REC Limited (28/09/2028) **,5299.81,0.00185328362534537,0.066695,CRISIL AAA,500.0,2025-07-31
,,isin_security,INE01XX07042,7.96% Pipeline Infrastructure Limited (11/03/2028) **,5149.51,0.00180072541497756,0.06745,CRISIL AAA,5000.0,2025-07-31
,,isin_security,INE053F07BW9,7.50% Indian Railway Finance Corporation Limited (09/09/2029) **,5148.03,0.00180020612727033,0.0665,CRISIL AAA,500.0,2025-07-31
,,isin_security,INE831R07482,8.049% Aditya Birla Housing Finance Limited (03/12/2027) **,5095.5,0.00178183698029348,0.07105,ICRA AAA,5000.0,2025-07-31
,,isin_security,INE916DA7SO7,8.225% Kotak Mahindra Prime Limited (21/04/2027) **,5093.37,0.00178109214338008,0.07,ICRA AAA,5000.0,2025-07-31
,,isin_security,INE556F08KT6,7.44% Small Industries Development Bank of India (10/04/2028) **,5093.13,0.00178100996653752,0.066645,CRISIL AAA,5000.0,2025-07-31
,,isin_security,INE507T07112,8.19% Summit Digitel Infrastructure Private Limited (01/11/2026) **,5091.61,0.00178047843972609,0.068202,CRISIL AAA,5000.0,2025-07-31
,,isin_security,INE916DA7SP4,8.23% Kotak Mahindra Prime Limited (21/12/2026) **,5088.94,0.0017795430224757,0.06795,CRISIL AAA,5000.0,2025-07-31
,,isin_security,INE134E08MK0,7.70% Power Finance Corporation Limited (15/09/2026) **,5064.81,0.00177110678278758,0.064688,ICRA AAA,5000.0,2025-07-31
,,isin_security,INE752E08767,7.08% Power Grid Corporation of India Limited (25/10/2034) **,5062.93,0.00177044761960366,0.06885,ICRA AAA,5000.0,2025-07-31
,,isin_security,INE267A08020,7.75% Hindustan Zinc Limited (21/03/2026) **,5026.6,0.00175774342943292,0.066874,CRISIL AAA,5000.0,2025-07-31
,,isin_security,INE020B08GA0,7.06% REC Limited (30/06/2035),5012.71,0.00175288800194818,0.0702,ICRA AAA,5000.0,2025-07-31
,,isin_security,INE282H07018,7.19% Jio Credit Ltd (15/03/2028) **,5010.03,0.00175194908781087,0.071,CRISIL AAA,5000.0,2025-07-31
,,isin_security,INE053F08494,6.78% Indian Railway Finance Corporation Limited (30/04/2030) **,5006.96,0.0017508772919707,0.067375,ICRA AAA,5000.0,2025-07-31
,,isin_security,INE733E08288,6.89% NTPC Limited (18/06/2035) **,5004.05,0.00174985794943429,0.06875,ICRA AAA,5000.0,2025-07-31
,,isin_security,INE020B08FY2,6.70% REC Limited (31/12/2029) **,4996.04,0.00174705694301349,0.067287,ICRA AAA,5000.0,2025-07-31
,,isin_security,INE134E08NS1,6.61% Power Finance Corporation Limited (15/07/2028) **,4989.03,0.00174460737372789,0.0669,ICRA AAA,5000.0,2025-07-31
,,isin_security,INE020B08FS4,7.02% REC Limited (30/04/2040) **,4987.85,0.00174419474107164,0.0704,ICRA AAA,5000.0,2025-07-31
,,isin_security,INE667F07IV3,7.90% Sundaram Home Finance Limited (24/09/2027) **,4575.53,0.00160001040031798,0.070138,ICRA AAA,4500.0,2025-07-31
,,isin_security,INE028A08364,7.41% Bank of Baroda (28/11/2039) **,4549.45,0.00159088981986014,0.072774,CRISIL AAA,45.0,2025-07-31
,,isin_security,INE377Y07359,7.89% Bajaj Housing Finance Limited (08/09/2032) **,4136.2,0.00144638236675532,0.07255,CRISIL AAA,400.0,2025-07-31
,,isin_security,INE134E08MQ7,7.57% Power Finance Corporation Limited (12/07/2033) **,4134.92,0.00144593336647513,0.07,ICRA AAA,4000.0,2025-07-31
,,isin_security,INE507T07146,7.87% Summit Digitel Infrastructure Private Limited (15/03/2030) **,3854.57,0.00134789910339106,0.07335,ICRA AAA,3750.0,2025-07-31
,,isin_security,INE976I07CX1,8.01% Tata Capital Limited (21/07/2034) **,3620.22,0.00126594929621638,0.0747,ICRA AAA,3500.0,2025-07-31
,,isin_security,INE733E08262,7.26% NTPC Limited (20/03/2040) **,3583.32,0.00125304683255743,0.069887,ICRA AAA,3500.0,2025-07-31
,,isin_security,INE261F08BE4,8.62% National Bank For Agriculture and Rural Development (14/03/2034) **,3300.61,0.00115418669220565,0.0702,CRISIL AAA,300.0,2025-07-31
,,isin_security,INE377Y07367,7.84% Bajaj Housing Finance Limited (23/09/2032) **,3094.22,0.00108201304436364,0.07255,CRISIL AAA,300.0,2025-07-31
,,isin_security,INE134E08MC7,7.77% Power Finance Corporation Limited (15/07/2026),3035.06,0.00106132546136059,0.0646,ICRA AAA,3000.0,2025-07-31
,,isin_security,INE261F08EJ7,7.64% National Bank For Agriculture and Rural Development (06/12/2029) **,2578.2,0.00090156825925354,0.0677,ICRA AAA,2500.0,2025-07-31
,,isin_security,INE261F08EG3,7.68% National Bank For Agriculture and Rural Development (30/04/2029),2571.92,0.00089937134004771,0.0677,CRISIL AAA,2500.0,2025-07-31
,,isin_security,INE261F08EH1,7.62% National Bank For Agriculture and Rural Development (10/05/2029) **,2567.64,0.00089787467244708,0.0677,CRISIL AAA,2500.0,2025-07-31
,,isin_security,INE556F08KU4,7.51% Small Industries Development Bank of India (12/06/2028) **,2553.44,0.00089290909302444,0.066645,CRISIL AAA,2500.0,2025-07-31
,,isin_security,INE020B08FF1,7.56% REC Limited (31/08/2027) **,2546.95,0.00089063961341508,0.065562,ICRA AAA,2500.0,2025-07-31
,,isin_security,INE756I07ER5,8.3774% HDB Financial Services Limited (24/04/2026) **,2524.7,0.00088285904002397,0.068,CRISIL AAA,2500.0,2025-07-31
,,isin_security,INE267A08038,7.75% Hindustan Zinc Limited (20/03/2027) **,2523.38,0.00088239570250742,0.070825,CRISIL AAA,2500.0,2025-07-31
,,isin_security,INE134E08IO0,7.23% Power Finance Corporation Limited (05/01/2027) **,2521.15,0.00088161764516831,0.06555,ICRA AAA,250.0,2025-07-31
,,isin_security,INE053F08122,6.92% Indian Railway Finance Corporation Limited (29/08/2031),2511.82,0.00087835330123096,0.0682,ICRA AAA,250.0,2025-07-31
,,isin_security,INE752E08783,6.94% Power Grid Corporation of India Limited (15/04/2035) **,2506.22,0.0008763967930007,0.06897,ICRA AAA,2500.0,2025-07-31
,,isin_security,INE660A07RP2,7.89% Sundaram Finance Limited (22/09/2025) **,2503.62,0.00087548672818046,0.0643,ICRA AAA,2500.0,2025-07-31
,,isin_security,INE071G07777,7.48% ICICI Home Finance Company Limited (25/02/2028) (FRN) **,2497.87,0.00087347776664644,0.07665,ICRA AAA,2500.0,2025-07-31
,,isin_security,INE282H07026,7.08% Jio Credit Ltd (26/05/2028) **,2496.67,0.00087305814021636,0.0712,CRISIL AAA,2500.0,2025-07-31
,,isin_security,INE053F08510,6.47% Indian Railway Finance Corporation Limited (30/05/2028) **,2495.96,0.00087280811280177,0.065388,ICRA AAA,2500.0,2025-07-31
,,isin_security,INE557F08GE4,6.80% National Housing Bank (02/04/2032) **,2495.21,0.00087254497206124,0.0683,CARE AAA,2500.0,2025-07-31
,,isin_security,INE134E08KU3,7.79% Power Finance Corporation Limited (22/07/2030) **,2338.23,0.00081765311420914,0.0683,ICRA AAA,225.0,2025-07-31
,,isin_security,INE041007175,7.22% Embassy Office Parks REIT (16/05/2028) **,1814.77,0.00063460293853239,0.0707,CRISIL AAA,1800.0,2025-07-31
,,isin_security,INE115A07QV7,7.61% LIC Housing Finance Limited (29/08/2034) **,1529.81,0.00053495655812611,0.073,CRISIL AAA,1500.0,2025-07-31
,,isin_security,INE261F08DT8,7.50% National Bank For Agriculture and Rural Development (17/12/2025) **,1505.87,0.00052658448631293,0.061449,CRISIL AAA,150.0,2025-07-31
,,isin_security,INE556F08KE8,7.47% Small Industries Development Bank of India (25/11/2025) **,1505.14,0.00052632956325666,0.06215,ICRA AAA,150.0,2025-07-31
,,isin_security,INE160A08167,7.25% Punjab National Bank (14/10/2030) **,1500.4,0.00052467151432479,0.07234,IND AAA,150.0,2025-07-31
,,isin_security,INE306N07MW2,Tata Capital Limited (10/09/2025) (ZCB) **,1489.5,0.00052086287993876,0.064298,ICRA AAA,150.0,2025-07-31
,,isin_security,INE0KXY07034,8.34% Highways Infrastructure Trust (18/01/2027) **,1275.38,0.0004459846523327,0.0705,CRISIL AAA,1250.0,2025-07-31
,,isin_security,INE020B08EH0,7.77% REC Limited (31/03/2028) **,1027.04,0.00035914392427107,0.066063,CRISIL AAA,1000.0,2025-07-31
,,isin_security,INE0NR607058,7.2503% Cube Highways Trust (25/04/2028) **,1023.8,0.00035801039438927,0.0729,ICRA AAA,1020.0,2025-07-31
,,isin_security,INE134E08II2,7.63% Power Finance Corporation Limited (14/08/2026) **,1011.2,0.00035360555477137,0.064687,ICRA AAA,100.0,2025-07-31
,,isin_security,INE261F08EA6,7.50% National Bank For Agriculture and Rural Development (31/08/2026),1009.57,0.00035303556220384,0.065375,ICRA AAA,1000.0,2025-07-31
,,isin_security,INE134E08LD7,6.50% Power Finance Corporation Limited (17/09/2025) **,1000.27,0.00034978170892725,0.05955,ICRA AAA,100.0,2025-07-31
,,isin_security,INE936D07174,6.40% Jamnagar Utilities & Power Private Limited (29/09/2026) **,998.1,0.00034902288446618,0.0655,CRISIL AAA,100.0,2025-07-31
,,isin_security,INE134E08MS3,Power Finance Corporation Limited (25/08/2026) (ZCB) **,719.31,0.00025153360071752,0.064688,ICRA AAA,769.0,2025-07-31
,,isin_security,INE040A08393,8.44% HDFC Bank Limited (28/12/2028) **,522.69,0.00018278035588221,0.06878,CRISIL AAA,50.0,2025-07-31
,,isin_security,INE296A07SP3,7.79% Bajaj Finance Limited (20/09/2033) **,510.84,0.00017863514613038,0.0742,CRISIL AAA,500.0,2025-07-31
,,isin_security,INE916DA7SA6,7.7968% Kotak Mahindra Prime Limited (12/12/2025) **,501.83,0.00017548375164046,0.064501,CRISIL AAA,50.0,2025-07-31
,,isin_security,INE020B08DH2,5.81% REC Limited (31/12/2025) **,498.94,0.00017447332616569,0.06125,ICRA AAA,50.0,2025-07-31
,,isin_security,INE975F07IR8,8.3774% Kotak Mahindra Investments Limited (21/06/2027) **,204.33,7.145217013322e-05,0.07095,ICRA AAA,200.0,2025-07-31
,,isin_security,INE756I07EY1,8.3324% HDB Financial Services Limited (10/05/2027),203.87,7.129264215205e-05,0.071,CRISIL AAA,200.0,2025-07-31
,,isin_security,INE916DA7SU4,8.12% Kotak Mahindra Prime Limited (21/06/2027) **,152.84,5.3445300641e-05,0.07,CRISIL AAA,150.0,2025-07-31
,,isin_security,INE115A07JM1,8.45% LIC Housing Finance Limited (22/05/2026) **,131.82,0.0,0.0652,CRISIL AAA,13.0,2025-07-31
